Q2,x,dA1n
13.1,0.7950000166893005,0.024886622588799787
15.7,0.7950000166893005,0.042597596340553504
18.7,0.7950000166893005,0.029648101769765137
22.3,0.7950000166893005,0.05280195343549455
11.0,0.8050000071525574,0.09267460245455929
13.1,0.8050000071525574,0.026668711979634448
15.7,0.8050000071525574,0.04565756204052303
18.7,0.8050000071525574,0.03241450125096813
22.3,0.8050000071525574,0.05414227020180243
13.1,0.8149999976158142,0.03400052943186879
15.7,0.8149999976158142,0.04867969933483514
18.7,0.8149999976158142,0.03557687300066359
22.3,0.8149999976158142,0.05616378248813616
13.1,0.824999988079071,0.05233562189735386
15.7,0.824999988079071,0.05160010027666934
18.7,0.824999988079071,0.03927235210406685
22.3,0.824999988079071,0.058354581188191375
15.7,0.8349999785423279,0.053665400777228055
18.7,0.8349999785423279,0.04311427314700684
22.3,0.8349999785423279,0.06125256278318926
15.7,0.8450000286102295,0.13560599359217415
18.7,0.8450000286102295,0.047921888205130374
22.3,0.8450000286102295,0.06510150342184165
15.7,0.8550000190734863,0.2844367993170767
18.7,0.8550000190734863,0.0527272359770969
22.3,0.8550000190734863,0.06894670342997009
18.7,0.8650000095367432,0.06977070511149304
22.3,0.8650000095367432,0.07324574327516906
18.7,0.875,0.17802907874864854
22.3,0.875,0.0777043827352304
22.3,0.8849999904632568,0.12142128231744669
26.7,0.8849999904632568,6.224225529594358
22.3,0.8949999809265137,1.4877857243476533
26.7,0.8949999809265137,2.498714013285474
